section,part,page,category,block_summary,text
Demographics,Demographics,15,plain text,,"· The Black population is slightly higher in the South region, making up a total 10.8% of clients served."
Demographics,Demographics,15,plain text,,"Over 69% of the Orange County CalWORKs population speaks English, except for the East Region, where 41.8% of clients served are Spanish speaking."
Demographics,Demographics,15,plain text,,"The Vietnamese population is higher in the South and West regions, making up 30.6% and 20.4% of clients served, respectively."
Demographics,Demographics,15,plain text,,". The Hispanic population is most concentrated in the East and North regions, making up 72.5% and 59.3% of clients served, respectively."
Demographics,Demographics,15,plain text,,"In over 55% of the Orange County CalWORKs households, the head of household is female."
Demographics,Demographics,15,page number,,16
Demographics,Demographics,16,plain text,,"Focus groups and stakeholders alike did not observe any service delivery variances in Orange County CW/WTW offices. Understanding that tailored services may be beneficial to Orange County's diverse populations, further review of data is needed to refine and identify the appropriate level of tailored services, if needed. One area to highlight for further research is the service delivery experience for Korean, Chinese, and Farsi"
Demographics,Demographics,16,plain text,,"There are bilingual staff at every region covering the Spanish, Vietnamese, Arabic, and Farsi languages (Figure 13: Family Self-Sufficiency Staff Bilingual Languages by Classification). Additional languages can be supported through a contracted language line and/or County volunteered bilingual staff. Currently, there are:"
Demographics,Demographics,16,plain text,,"49 Spanish bilingual, 5 Vietnamese bilingual, and 5 Arabic bilingual staff at our North region (Anaheim)"
Demographics,Demographics,16,plain text,,24 Spanish bilingual and 15 Vietnamese bilingual staff at our West region (Cypress)
Demographics,Demographics,16,plain text,,. 61 Spanish bilingual and 9 Vietnamese bilingual staff at our East region (Santa Ana)
Demographics,Demographics,16,plain text,,4 Spanish bilingual staff at our Foster Care - Mutual Client (FCRC -Mutual Client) · 16 Spanish bilingual and 9 Farsi bilingual staff at our South region (Laguna Hills)
Demographics,Demographics,16,plain text,,Reference on the Cal-CSA: Background Question 5
Demographics,Demographics,16,plain text,,Descriotion: This table summarizes the number of the Agency's Family Self Sufficiency staff (not including contracted staff) by position classification who have been certified bilingual in the five languages listed. Source: 1 Agency Staffing Report
Demographics,Demographics,16,page number,,17
Demographics,Demographics,16,table,,Total by Classification Arabic Fars Romanian Spanish Vietnamese Classification Data Entry Technician 4 3 7 Eligibility Technician 2 36 3 41 Employment Eligibility 1 52 9 62 Specialist Eligibility Supervisor 5 6 Office Supervisor 4 4 Office Technician 1 3 27 3 34 Secretary 3 3 3 Social Worker II 15 8 23 Senior Social Worker 9 9 Social Services 18 2 20 Supervisor l Social Services 1 1 2 Supervisor II 1 Total by Language 5 1 174 30 211 Percentage of Total 0.5% 2.4% % 0.5% 82.5 14.2% % 100%
Demographics,Demographics,16,table caption,,Figure 13: Family Self-Sufficiency Staff Bilingual Languages by Classification
Demographics,Demographics,17,title,,6. Identify emerging employment sectors within the county.
Demographics,Demographics,17,plain text,,"According to the OC Community Indicators Report 2021-22, the five (5) Orange County industry clusters with the most significant percentages of overall growth between 2011 and 2020 were Computer (43.4%), Construction (41.6%), Biomedical (28.7%), Heath (22.5%), and Business and Professional Services (14.3%) ) This data supports the ir mportance of increasing the technical skills of Orange County CalWORKs clients."
Demographics,Demographics,17,plain text,,"The report also indicated that between 2019 and 2020, four of the industries with the fastest growth in salary included Business and Professional Services (8.4%), Computer Software (7.7%), Computer Hardware (5.9%), and Communications (0.54%). All industry clusters have seen earnings improve since 2011, with the fastest growth taking place in Computer Software (37.7%) and Computer Hardware (36.9%)."
Demographics,Demographics,17,plain text,,speaking clients who are not a majority demographic but are still prevalent in Orange County.
Demographics,Demographics,17,plain text,,"7. Are there any significant changes or trends in the demographic profile since the submission of the last Cal- CSA, and how have those changes impacted the CWD's · performance measures and service delivery?"
Demographics,Demographics,17,plain text,,Not applicable during the 2021-2026 Cal-OAR cycle.
Demographics,Demographics,17,page number,,18
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,18,title,,Section 1. Agency Characteristics
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,18,title,,"1. Description of the CWD's overall structure, identifying"
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,18,title,,Part 1. Service Utilization and Access
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,18,plain text,,"The FSS-AS Division administerscalwORKs,Welfare-to-work,refugee Cash Assistance (RCA), Public Assistance CalFresh, and Foster Care, along with the supportive and barrier removal services for CalWORKs families. Additionally, FSS-AS includes Adult Services which includes Adult Protective Services and In-Home Supportive services. FSS-AS actively collaborates with other Agency divisions, contracted providers, other governmental agencies, and community-based organizations to enhance the delivery of services to help vulnerable families achieve self-sufficiency."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,18,plain text,,"In addition to the four divisions, the Executive Team is supported by Community & Government Relations, Community Engagement, and the Agency Medical Director. The leads from these groups report directly to the Agency Director, along with the Chief e. Deputy Director. The Chief Deputy Director assists the Agency Director with oversight of the four divisions and high-priority initiatives such as CalSAWS and agency-wide quality assurance."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,18,plain text,,"The CFS Division includes all child welfare services: Adoptions, Placement Coordination, Emergency Response, Resource Family Approval, Intervention, Prevention Services, Child Abuse Registry, Child and Family Team, and the Agency's Emergency Shelter - Orangewood Children & Family Center."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,18,plain text,,"The Agency is led by a board-appointed Agency Director and is governed by the County Board of Supervisors. The Agency consists of four (4) separate divisions which include Administrative Services (Admin), Assistance Programs (AP), Children & Family Services (CFS), and Family Self-Sufficiency & Adult Services (FSS-AS)."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,18,plain text,,"The Admin Division includes Accounting, Contracts, Procurement, Research, Human Resources, Financial Services, Information Technology, Program Integrity, Facilities & Emergency Management Services, and Training & Career Development sections that S support the remaining three divisions."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,18,plain text,,"The AP Division is our largest division and is tasked with administering Medi-Cal, CalFresh, General Relief, and Cash Assistance Program for Immigrants (CAPI)."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,18,page number,,19
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,19,title,,2. How has the CWD operationalized CalWORKs to meet the needs of the population served?
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,19,plain text,,"FSS employees collaborate with contracted service providers, other Agency divisions, and other governmental and community-based organizations to deliver CWWTW services. Most adult CalWORKs recipients are eligible to participate in the Welfare-To- Work (WTW) Program, which provides a wide range of services designed to support families working toward the goal of self-sufficiency."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,19,plain text,,"Agency Headquarters: 500 N. State College Blvd, Orange, CA 92868. Centrally located in Orange County, the Agency headquarters houses the Agency Executive Team, Deputy Directors, FSS Policy and Quality Assurance (PQA), and Divisional Operations, among other administrative groups PQA analyzes and implements various programmatic changes (such as county letters from CDSS), maintains current policy documentation, and provides direction to regional staff. Additionally, the team oversees contracted service providers and quality assurance for various functions. Divisional Operations ensures that all operational needs including equipment, staffing, and procedures are in D olace to support evolving program and Agency needs."
